"id","news_id","member","ip","rating"
150,26,noname,"109.200.244.55",5
151,27,noname,"109.200.244.55",5
152,28,noname,"109.200.244.55",5
153,64,noname,"109.200.244.55",5
154,65,noname,"109.200.244.55",5
155,66,noname,"109.200.244.55",5
156,67,noname,"109.200.244.55",5
157,68,noname,"109.200.244.55",5
158,69,noname,"109.200.244.55",5
159,70,noname,"109.200.244.55",5
160,71,noname,"109.200.244.55",5
161,72,noname,"109.200.244.55",5
162,73,noname,"109.200.244.55",5
163,74,noname,"109.200.244.55",5
164,75,noname,"109.200.244.55",5
165,2658,noname,"109.200.244.55",5
166,2656,noname,"109.200.244.55",5
167,2655,noname,"109.200.244.55",5
168,2651,noname,"109.200.244.55",5
169,2650,noname,"109.200.244.55",5
170,2628,noname,"109.200.244.55",5
171,2612,noname,"109.200.244.55",5
172,2648,noname,"109.200.244.55",5
173,334,noname,"109.200.244.55",5
174,335,noname,"109.200.244.55",5
175,336,noname,"109.200.244.55",5
176,337,noname,"109.200.244.55",5
177,338,noname,"109.200.244.55",5
178,340,noname,"109.200.244.55",5
179,341,noname,"109.200.244.55",5
180,339,noname,"109.200.244.55",5
181,342,noname,"109.200.244.55",5
182,343,noname,"109.200.244.55",5
183,344,noname,"109.200.244.55",5
184,345,noname,"109.200.244.55",5
185,346,noname,"109.200.244.55",5
186,348,noname,"109.200.244.55",5
187,347,noname,"109.200.244.55",5
188,349,noname,"109.200.244.55",5
189,350,noname,"109.200.244.55",5
190,351,noname,"109.200.244.55",5
191,352,noname,"109.200.244.55",5
192,353,noname,"109.200.244.55",5
193,354,noname,"109.200.244.55",5
194,355,noname,"109.200.244.55",5
195,356,noname,"109.200.244.55",5
196,357,noname,"109.200.244.55",5
197,358,noname,"109.200.244.55",5
198,359,noname,"109.200.244.55",5
199,360,noname,"109.200.244.55",5
200,361,noname,"109.200.244.55",5
201,362,noname,"109.200.244.55",5
202,363,noname,"109.200.244.55",5
203,364,noname,"109.200.244.55",5
204,365,noname,"109.200.244.55",5
205,366,noname,"109.200.244.55",5
206,367,noname,"109.200.244.55",5
207,429,noname,"109.200.244.55",5
208,430,noname,"109.200.244.55",5
209,431,noname,"109.200.244.55",5
210,432,noname,"109.200.244.55",5
211,433,noname,"109.200.244.55",5
212,434,noname,"109.200.244.55",5
213,435,noname,"109.200.244.55",5
214,436,noname,"109.200.244.55",5
215,437,noname,"109.200.244.55",5
216,438,noname,"109.200.244.55",5
217,439,noname,"109.200.244.55",5
218,440,noname,"109.200.244.55",5
219,441,noname,"109.200.244.55",5
220,442,noname,"109.200.244.55",5
221,443,noname,"109.200.244.55",5
222,444,noname,"109.200.244.55",5
223,445,noname,"109.200.244.55",5
224,446,noname,"109.200.244.55",5
225,447,noname,"109.200.244.55",5
226,448,noname,"109.200.244.55",5
227,450,noname,"109.200.244.55",5
228,451,noname,"109.200.244.55",5
229,452,noname,"109.200.244.55",5
230,2621,noname,"109.200.244.55",5
231,2611,noname,"109.200.244.55",5
232,2610,noname,"109.200.244.55",5
233,2609,noname,"109.200.244.55",5
234,2608,noname,"109.200.244.55",5
235,2607,noname,"109.200.244.55",5
236,2606,noname,"109.200.244.55",5
237,2605,noname,"109.200.244.55",5
238,2604,noname,"109.200.244.55",5
239,2647,noname,"109.200.244.55",5
240,2641,noname,"109.200.244.55",5
241,2657,noname,"109.200.244.55",5
242,2665,noname,"109.200.244.55",5
243,2664,noname,"109.200.244.55",5
244,2663,noname,"109.200.244.55",5
245,2646,noname,"109.200.244.55",5
246,2637,noname,"109.200.244.55",5
247,2629,noname,"109.200.244.55",5
248,2626,noname,"109.200.244.55",5
249,2625,noname,"109.200.244.55",5
250,2662,noname,"109.200.244.55",5
251,2661,noname,"109.200.244.55",5
252,2660,noname,"109.200.244.55",5
253,2659,noname,"109.200.244.55",5
254,2640,noname,"109.200.244.55",5
255,2638,noname,"109.200.244.55",5
256,2623,noname,"109.200.244.55",5
257,2620,noname,"109.200.244.55",5
258,2631,noname,"109.200.244.55",5
259,2632,noname,"109.200.244.55",5
260,2633,noname,"109.200.244.55",5
261,2634,noname,"109.200.244.55",5
262,2635,noname,"109.200.244.55",5
263,2636,noname,"109.200.244.55",5
264,2630,noname,"109.200.244.55",5
265,2627,noname,"109.200.244.55",5
266,2615,noname,"109.200.244.55",5
267,2616,noname,"109.200.244.55",5
268,2624,noname,"109.200.244.55",5
269,2622,noname,"109.200.244.55",5
270,2617,noname,"109.200.244.55",5
271,2332,noname,"109.200.244.55",5
272,2333,noname,"109.200.244.55",5
273,2334,noname,"109.200.244.55",5
274,2335,noname,"109.200.244.55",5
275,2336,noname,"109.200.244.55",5
276,631,noname,"109.200.244.55",5
277,632,noname,"109.200.244.55",5
278,634,noname,"109.200.244.55",5
279,636,noname,"109.200.244.55",5
280,643,noname,"109.200.244.55",5
281,645,noname,"109.200.244.55",5
282,647,noname,"109.200.244.55",5
283,650,noname,"109.200.244.55",5
284,651,noname,"109.200.244.55",5
285,652,noname,"109.200.244.55",5
286,850,noname,"109.200.244.55",5
287,851,noname,"109.200.244.55",5
288,852,noname,"109.200.244.55",5
289,853,noname,"109.200.244.55",5
290,2620,noname,"178.127.207.251",5
291,2657,noname,"77.148.139.88",3
292,2609,noname,"85.140.6.227",2
293,2664,noname,"213.234.251.72",3
294,2609,Oleg-D,"198.16.66.124",5
295,2657,noname,"79.104.198.3",5
296,1232,noname,"78.106.65.134",5
297,2409,noname,"78.106.65.134",5
298,2412,noname,"83.169.216.164",1
299,2618,noname,"176.120.182.78",5
300,2547,noname,"176.120.182.78",5
301,2632,noname,"176.120.182.78",5
302,2631,noname,"176.120.182.78",5
303,2636,noname,"176.120.182.78",5
304,2635,noname,"176.120.182.78",5
305,2634,noname,"176.120.182.78",5
306,2633,noname,"176.120.182.78",5
307,2503,noname,"176.120.182.78",5
308,2485,noname,"176.120.182.78",5
309,2439,noname,"176.120.182.78",5
310,2405,noname,"176.120.182.78",5
311,232,noname,"176.120.182.78",5
312,233,noname,"176.120.182.78",5
313,234,noname,"176.120.182.78",5
314,2404,noname,"176.120.182.78",5
315,231,noname,"176.120.182.78",5
316,230,noname,"176.120.182.78",5
317,229,noname,"176.120.182.78",5
318,228,noname,"176.120.182.78",5
319,224,noname,"176.120.182.78",5
320,225,noname,"176.120.182.78",5
321,226,noname,"176.120.182.78",5
322,227,noname,"176.120.182.78",5
323,144,noname,"176.120.182.78",5
324,145,noname,"176.120.182.78",5
325,146,noname,"176.120.182.78",5
326,147,noname,"176.120.182.78",5
327,151,noname,"176.120.182.78",5
328,150,noname,"176.120.182.78",5
329,149,noname,"176.120.182.78",5
330,148,noname,"176.120.182.78",5
331,152,noname,"176.120.182.78",5
332,2618,noname,"171.33.255.95",5
334,1757,noname,"176.59.192.233",5
335,2663,Капитан Щито,"188.244.35.141",5
336,2664,Капитан Щито,"188.244.35.141",5
337,226,noname,"176.214.130.140",5
338,2631,noname,"188.168.252.142",5
386,2611,Oleg-D,"178.46.107.161",5
388,1757,noname,"146.120.126.45",2
389,1699,noname,"37.195.130.206",5
390,2665,noname,"178.127.187.168",1
392,1363,noname,"84.54.79.209",4
393,2140,noname,"37.150.76.150",5
394,2671,noname,"79.105.54.197",4
395,2671,Капитан Щито,"188.244.35.141",5
396,880,noname,"188.162.64.141",5
398,1383,noname,"37.232.159.94",5
400,1634,noname,"31.134.208.30",5
401,2676,noname,"109.252.44.100",5
402,2675,noname,"109.252.44.100",5
403,2672,noname,"109.252.44.100",5
404,2670,noname,"109.252.44.100",5
405,2669,noname,"109.252.44.100",5
406,2648,noname,"109.252.44.100",5
407,2647,noname,"109.252.44.100",5
408,2641,noname,"109.252.44.100",5
409,2662,noname,"109.252.44.100",5
410,2659,noname,"109.252.44.100",5
411,1657,noname,"109.252.44.100",5
412,1658,noname,"109.252.44.100",5
413,1660,noname,"109.252.44.100",5
414,1661,noname,"109.252.44.100",5
415,2675,noname,"77.242.101.206",5
416,2673,noname,"109.252.44.100",5
418,1405,noname,"91.204.132.26",4
420,2671,noname,"178.127.183.46",2
421,942,noname,"94.41.179.185",2
424,2668,noname,"188.113.166.213",5
427,2417,noname,"89.148.201.31",3
428,1696,noname,"176.209.39.87",5
429,1697,noname,"176.209.39.87",5
430,1698,noname,"176.209.39.87",5
431,2666,noname,"176.209.39.87",5
433,1757,noname,"176.52.34.53",2
434,25,noname,"188.162.65.88",5
435,27,noname,"188.162.65.88",5
436,65,noname,"188.162.65.88",5
437,66,noname,"188.162.65.88",5
438,64,noname,"188.162.65.88",5
439,72,noname,"188.162.65.88",5
440,1757,noname,"188.162.65.88",5
442,7,noname,"188.162.65.88",5
443,2042,noname,"31.162.48.50",5
444,2041,noname,"31.162.48.50",5
445,2043,noname,"31.162.48.50",5
446,2044,noname,"31.162.48.50",5
447,2045,noname,"31.162.48.50",5
448,2686,noname,"188.113.166.199",5
449,929,noname,"176.58.109.138",2
450,9,noname,"185.113.36.2",4
451,1551,noname,"93.170.196.185",3
453,76,noname,"185.13.112.115",5
454,118,noname,"185.13.112.115",5
455,119,noname,"185.13.112.115",5
456,120,noname,"185.13.112.115",5
457,121,noname,"185.13.112.115",5
458,122,noname,"185.13.112.115",5
459,2687,noname,"109.252.44.100",5
460,1786,noname,"77.82.98.30",5
461,1452,noname,"109.252.44.100",5
462,1453,noname,"109.252.44.100",5
463,1454,noname,"109.252.44.100",5
464,1455,noname,"109.252.44.100",5
465,1456,noname,"109.252.44.100",5
466,1457,noname,"109.252.44.100",5
467,1458,noname,"109.252.44.100",5
468,1459,noname,"109.252.44.100",5
469,1460,noname,"109.252.44.100",5
470,1488,noname,"109.252.44.100",5
471,1489,noname,"109.252.44.100",5
472,1490,noname,"109.252.44.100",5
473,1492,noname,"109.252.44.100",5
474,1493,noname,"109.252.44.100",5
475,1494,noname,"109.252.44.100",5
476,1495,noname,"109.252.44.100",5
477,1496,noname,"109.252.44.100",5
478,1497,noname,"109.252.44.100",5
479,1498,noname,"109.252.44.100",5
480,1499,noname,"109.252.44.100",5
481,1500,noname,"109.252.44.100",5
482,1501,noname,"109.252.44.100",5
483,1491,noname,"109.252.44.100",5
484,1757,noname,"178.151.108.106",5
486,936,noname,"84.244.8.175",2
487,1914,noname,"37.215.59.225",5
488,2491,noname,"178.34.161.190",4
489,784,noname,"89.148.201.223",3
490,2703,noname,"5.143.252.146",5
491,2703,alex-boger,"194.135.151.34",5
493,2703,admin,"46.17.201.74",5
494,1341,noname,"109.252.44.100",5
495,2468,noname,"62.16.33.66",4
496,2103,noname,"31.173.243.62",1
497,762,noname,"62.16.33.66",5
498,2702,noname,"217.64.142.241",5
500,756,noname,"62.16.33.188",5
501,1385,noname,"94.143.197.109",3
502,781,noname,"62.16.33.241",3
503,785,noname,"62.16.33.42",3
504,237,noname,"176.59.210.222",3
506,27,noname,"85.115.248.112",5
507,2707,noname,"109.252.44.100",5
508,2707,Капитан Щито,"188.244.35.141",5
509,1289,noname,"93.124.30.86",5
510,2708,noname,"109.252.44.100",5
511,2701,noname,"95.47.98.77",5
512,2702,noname,"95.47.98.77",5
513,2708,noname,"212.3.142.133",3
514,2686,noname,"95.47.98.77",5
515,2668,noname,"95.47.98.77",5
516,1654,Капитан Щито,"188.244.35.141",5
517,1655,Капитан Щито,"188.244.35.141",5
518,1656,Капитан Щито,"188.244.35.141",5
519,236,noname,"37.146.123.77",3
520,2709,noname,"109.252.44.100",5
521,1418,noname,"178.127.115.78",5
522,2671,noname,"178.127.115.78",5
523,1421,noname,"178.127.115.78",5
524,1422,noname,"178.127.115.78",5
525,2386,noname,"178.127.115.78",5
526,2462,noname,"178.127.115.78",5
527,1420,noname,"178.127.115.78",5
528,1419,noname,"178.127.115.78",5
529,1417,noname,"178.127.115.78",5
530,2711,admin,"94.140.138.99",5
531,2711,noname,"5.143.252.146",5
532,2711,noname,"91.193.176.239",3
533,2711,noname,"109.252.44.100",5
534,2496,noname,"188.0.169.15",5
535,1478,noname,"91.219.99.131",5
536,263,noname,"31.173.240.208",4
537,248,noname,"88.200.214.135",5
538,2713,noname,"109.252.44.100",5
539,1001,noname,"213.161.27.228",2
540,2713,noname,"94.25.183.35",5
541,2716,noname,"109.252.44.100",5
542,230,noname,"94.242.11.134",5
543,2716,admin,"46.17.201.74",5
544,766,noname,"94.228.207.83",5
545,2714,noname,"5.143.252.146",5
546,260,noname,"109.106.143.225",5
547,7,noname,"31.148.57.11",2
548,564,noname,"176.214.187.154",1
549,2356,Капитан Щито,"188.244.35.141",5
550,1757,noname,"91.244.69.254",3
551,2685,NatiKo,"176.59.50.131",5
552,2678,NatiKo,"176.59.50.131",5
553,1001,noname,"84.55.56.207",5
554,1386,noname,"178.128.199.247",3
555,2690,noname,"85.26.234.68",3
556,2721,noname,"5.143.252.146",5
557,1367,noname,"37.214.61.94",5
558,2698,noname,"31.173.240.180",3
559,828,noname,"83.69.6.204",3
560,2459,noname,"31.173.84.171",5
561,249,noname,"92.58.143.214",3
562,1373,noname,"89.148.201.158",3
563,2696,noname,"109.252.44.122",5
564,1766,noname,"217.118.92.116",4
565,1679,noname,"80.83.239.112",5
566,2715,Oleg-D,"178.46.125.53",4
567,2675,noname,"176.59.203.43",2
568,2526,noname,"195.58.60.113",5
569,2709,noname,"94.251.41.32",3
570,254,noname,"37.147.162.168",4
571,1773,noname,"91.195.136.79",3
572,7,noname,"81.4.251.10",3
573,2675,noname,"95.47.98.77",5
574,2671,noname,"95.47.98.77",5
575,2728,noname,"5.143.252.146",5
576,1640,noname,"93.123.229.230",3
577,1340,noname,"85.140.7.22",1
578,2664,noname,"78.106.65.134",5
579,2671,noname,"78.106.65.134",5
580,66,noname,"31.173.101.76",1
581,1915,noname,"104.243.214.25",2
582,1716,noname,"109.252.44.122",5
583,1717,noname,"109.252.44.122",5
584,1383,noname,"80.83.252.28",2
585,1756,noname,"85.140.7.111",2
586,609,noname,"107.181.177.139",5
587,601,noname,"107.181.177.139",5
588,598,noname,"107.181.177.139",5
589,72,noname,"5.44.174.139",3
590,2667,noname,"95.47.98.77",5
591,2459,noname,"109.198.219.66",3
592,2657,noname,"95.47.98.77",5
593,2472,noname,"95.84.247.118",5
594,1477,noname,"85.140.2.150",1
595,2740,noname,"5.143.252.146",5
596,2739,noname,"5.143.252.146",5
597,2741,noname,"5.143.252.146",5
598,2733,noname,"95.47.98.77",5
599,2738,Shaleman,"84.18.121.171",5
600,2642,noname,"5.143.252.146",5
601,2643,noname,"5.143.252.146",5
602,2644,noname,"5.143.252.146",5
603,2734,noname,"5.143.252.146",5
604,2735,noname,"5.143.252.146",5
605,2743,noname,"5.143.252.146",5
606,2742,noname,"109.252.45.119",5
607,2744,noname,"109.252.45.119",5
608,1280,noname,"5.44.170.149",2
609,2743,noname,"95.47.98.77",5
610,2735,noname,"95.47.98.77",5
611,2643,noname,"95.47.98.77",5
612,2642,noname,"95.47.98.77",5
613,2744,noname,"95.47.98.77",5
614,790,noname,"91.190.176.76",3
615,2630,noname,"188.242.14.133",3
616,2696,noname,"85.140.0.206",2
617,1903,noname,"213.21.63.17",5
618,1384,noname,"85.140.6.105",3
619,70,noname,"91.243.246.248",2
620,2746,noname,"5.143.252.146",5
621,7,noname,"5.3.163.67",3
622,2745,noname,"5.143.252.146",5
623,656,noname,"5.143.252.146",5
624,657,noname,"5.143.252.146",5
625,658,noname,"5.143.252.146",5
626,2717,noname,"5.143.252.146",5
627,2712,noname,"5.143.252.146",5
628,2732,noname,"5.143.252.146",5
629,2005,noname,"77.111.247.131",3
630,2746,noname,"188.143.130.78",5
631,2715,noname,"188.143.130.78",5
632,1511,noname,"5.181.233.54",3
633,2474,noname,"62.16.33.51",2
634,1087,noname,"178.213.24.218",5
635,400,Cтариk.,"193.151.237.178",4
636,1445,noname,"213.87.147.47",1
637,2529,noname,"5.143.252.146",5
638,2723,noname,"5.143.252.146",5
639,2736,noname,"109.252.45.47",5
640,2749,noname,"109.252.45.47",5
641,2749,noname,"95.47.98.77",5
642,2736,noname,"95.47.98.77",5
643,2723,noname,"95.47.98.77",5
644,2717,NatiKo,"37.230.157.20",5
645,2712,NatiKo,"37.230.157.20",5
646,2732,NatiKo,"37.230.157.20",5
647,2602,noname,"91.122.233.47",5
648,2601,noname,"91.122.233.47",5
649,2600,noname,"91.122.233.47",5
650,412,noname,"91.122.233.47",5
651,413,noname,"91.122.233.47",5
652,415,noname,"91.122.233.47",5
653,414,noname,"91.122.233.47",5
654,2204,noname,"89.178.3.23",1
655,2464,noname,"94.25.168.54",5
656,1627,noname,"89.178.3.23",5
657,1167,noname,"217.66.158.65",3
658,2737,noname,"95.47.98.77",5
659,1634,noname,"94.153.29.198",5
660,2752,noname,"109.252.45.47",5
661,2459,noname,"91.202.14.68",1
662,1169,noname,"176.100.22.215",2
663,662,noname,"87.225.75.160",1
664,813,noname,"37.75.64.64",3
665,211,noname,"213.87.137.3",2
666,212,noname,"213.87.137.3",2
667,2529,noname,"109.41.193.188",4
668,1626,noname,"92.100.28.10",5
669,579,noname,"80.80.206.147",2
670,72,noname,"185.99.6.149",2
671,2754,noname,"92.38.74.178",5
672,2479,noname,"88.200.215.0",5
673,2760,noname,"5.143.252.146",5
674,2737,noname,"188.113.166.117",5
675,2760,noname,"188.113.166.117",5
676,2140,noname,"85.26.232.114",5
677,2496,noname,"188.242.14.133",2
678,2760,noname,"95.47.98.77",5
679,2759,noname,"94.233.240.148",5
680,2155,noname,"46.101.142.97",5
681,2525,noname,"178.46.78.226",5
682,2759,noname,"109.252.45.47",5
683,2729,noname,"109.252.45.47",5
684,1159,noname,"109.229.118.93",5
685,706,noname,"109.252.45.47",5
686,711,noname,"109.252.45.47",5
687,713,noname,"109.252.45.47",5
688,715,noname,"109.252.45.47",5
689,821,noname,"37.75.64.64",5
690,2747,noname,"5.143.252.146",5
691,2750,noname,"5.143.252.146",5
692,2068,noname,"89.113.101.39",4
693,2740,noname,"212.103.50.229",2
694,2766,noname,"109.252.45.47",5
695,426,Тигра,"46.165.10.69",3
696,2628,noname,"109.252.44.227",3
697,2752,noname,"176.59.64.154",5
698,2386,noname,"109.252.79.1",1
699,2757,noname,"95.47.98.77",5
700,564,noname,"109.252.105.205",5
701,2693,noname,"82.114.230.196",3
702,2771,noname,"109.252.45.47",5
703,25,noname,"2.92.100.76",4
704,164,Hero_Jesus,"95.71.188.90",5
705,989,noname,"109.252.45.47",5
706,988,noname,"109.252.45.47",5
707,987,noname,"109.252.45.47",5
708,986,noname,"109.252.45.47",5
709,80,noname,"176.12.14.25",2
710,2777,noname,"81.222.184.173",2
711,2505,noname,"81.95.232.138",5
712,1169,noname,"185.13.132.26",3
713,1753,noname,"109.252.45.47",5
714,2767,noname,"109.252.45.47",5
715,2612,noname,"109.252.45.47",5
716,1364,noname,"85.140.4.90",3
717,609,noname,"5.181.233.162",5
718,906,noname,"213.87.122.141",3
719,651,noname,"77.111.247.49",4
720,191,noname,"178.252.127.233",4
721,459,NatiKo,"95.179.127.65",5
722,474,noname,"93.170.75.52",5
723,476,noname,"93.170.75.52",5
724,483,noname,"93.170.75.52",5
725,486,noname,"93.170.75.52",5
726,487,noname,"93.170.75.52",5
727,489,noname,"93.170.75.52",5
728,491,noname,"93.170.75.52",5
729,985,noname,"46.43.240.135",4
730,2783,noname,"109.252.45.47",5
731,2357,noname,"195.91.253.90",5
732,778,noname,"195.91.253.90",5
733,777,noname,"195.91.253.90",5
734,776,noname,"195.91.253.90",5
735,772,noname,"195.91.253.90",5
736,773,noname,"195.91.253.90",5
737,774,noname,"195.91.253.90",5
738,775,noname,"195.91.253.90",5
739,1915,noname,"195.91.253.90",5
740,2459,noname,"109.174.113.194",5
741,2470,noname,"109.174.113.194",5
742,2726,noname,"176.59.39.249",2
743,2491,noname,"109.174.113.194",5
744,477,NatiKo,"95.179.117.47",5
745,131,noname,"213.87.225.66",5
746,558,noname,"109.252.45.47",5
747,559,noname,"109.252.45.47",5
748,560,noname,"109.252.45.47",5
749,1386,noname,"84.54.47.194",3
750,2782,Oleg-D,"188.17.178.224",4
751,2527,noname,"82.208.115.91",3
752,2765,noname,"31.173.30.136",1
753,2785,noname,"176.57.76.159",4
754,1380,noname,"109.252.45.47",5
755,1381,noname,"109.252.45.47",5
756,1382,noname,"109.252.45.47",5
757,2776,noname,"188.113.141.77",5
758,1749,noname,"188.113.141.77",5
759,1748,noname,"188.113.141.77",5
760,1750,noname,"188.113.141.77",5
761,1747,noname,"188.113.141.77",5
762,1751,noname,"188.113.141.77",5
763,1752,noname,"188.113.141.77",5
764,2437,noname,"188.113.141.77",5
765,2456,noname,"188.113.141.77",5
766,2722,noname,"188.113.141.77",5
767,2762,noname,"188.113.141.77",5
768,2775,noname,"188.113.141.77",5
769,2773,noname,"188.113.141.77",5
770,1001,noname,"178.68.84.243",2
771,2764,noname,"188.113.141.77",5
772,2765,noname,"188.113.141.77",5
773,2770,noname,"188.113.141.77",5
774,2789,noname,"188.113.141.77",5
775,996,noname,"94.232.11.194",5
776,2794,noname,"5.143.252.146",5
777,2785,noname,"5.143.252.146",5
778,2794,noname,"46.8.33.245",3
779,2794,noname,"79.105.118.66",5
780,2740,noname,"79.105.118.66",5
781,1538,noname,"178.69.240.234",5
782,1677,noname,"109.252.45.47",5
783,1678,noname,"109.252.45.47",5
784,1676,noname,"109.252.45.47",5
785,1,noname,"37.20.125.99",5
786,23,noname,"188.124.239.237",3
787,2441,noname,"146.247.37.5",5
788,2474,noname,"146.247.37.5",5
789,2473,noname,"146.247.37.5",5
790,2758,noname,"5.143.252.146",5
791,2809,noname,"5.143.252.146",5
792,2809,noname,"176.57.76.159",5
793,711,noname,"5.18.232.253",2
794,715,noname,"5.18.232.253",3
